ad_id,광고주,구분,이미지파일명,이미지URL,소재유형,보종,소구포인트,요약,광고텍스트,광고시작일,광고종료일,광고상세URL,수집일,최초발견일,상태,운영일수,레이아웃,인물노출,제품노출,텍스트밀도,제작방식,비주얼스타일,퍼널단계,오퍼,긴급성
2f54308e83af549e3b325404dd5f10b9,KB손해보험 다이렉트,경쟁사,2f54308e83af549e3b325404dd5f10b9.jpg,https://lh3.googleusercontent.com/d/17WoN05AehUlca7RMHwaJI-HpLxcWPL6S,특약,펫보험,경제적혜택,반려견 실손보험 저렴하게 확인,"🐶우리 강아지 보험료 확인🐶

우리 강아지를 위한 반려견 실손보험 찾고있다면?

소중한 우리 막내를 위한 KB다이렉트 펫보험!
다이렉트로 저렴하게 (자사 오프라인 대비)
우리 아이에게 꼭 필요한 보장으로 실속있게 (특약)

바로 보험료 간편하게 확인해보세요!

손해보험협회 심의필 제175203호(2026.04.06~2027.04.05)

#KB손해보험 #KB손해보험다이렉트 #KB다이렉트손해보험 #KB다이렉트 #KB다이렉트펫보험 #KB손해보험펫보험 #KB다이렉트금쪽같은펫보험 #금쪽같은펫보험 #KB다이렉트펫보험 #펫보험 #강아지보험 #다이렉트펫보험 #다이렉트강아지보험
펫보험 고민이라면? KB다이렉트로!
우리 강아지를 위한 반려견 실손보험 찾고있다면? KB다이렉트펫보험 가입하기",2026-06-08,2026-09-17,https://www.facebook.com/ads/library/?id=4383383091918237,2026-09-16,2026-06-13,종료,108,,,,,,,,,
2f6f4c5b31c3e6047520d539869824cf,라이나생명,경쟁사,2f6f4c5b31c3e6047520d539869824cf.jpg,https://lh3.googleusercontent.com/d/1apNXt7b3JcimJe5ePeJB1upryiwVR21g,특약,암보험,가입유도,중입자방사선치료 보장,"암 치료 부작용은 줄이고 희망은 키우고,
라이나생명과 함께하세요

중입자방사선치료도 보장(특약)
지금 바로 내 보험료 확인해보세요

(무)새로담는건강보험
*가입 후 91일부터 보장, 1년 이내 50% 보장. 최초 1회한 보장
*계약 체결 전 상품설명서 및 약관 참조
*기존 계약 해지 후 신계약을 체결시 보험인수가 거절되거나 보험료가 인상되거나 보장내용이 달라질 수 있음
생명보험협회 심의필 제2026-00142호 (2026-01-08 ~ 2027-01-07)
M.LINA.CO.KR
보험료 계산하기
라이나생명 새로담는건강보험",2026-09-02,,https://www.facebook.com/ads/library/?id=1007648652303360,2026-09-24,2026-09-05,운영중,22,,,,,,,,,
2f7294ff5ba20144b1bd9b0414ea0c8f,펫퍼민트,경쟁사,2f7294ff5ba20144b1bd9b0414ea0c8f.jpg,https://lh3.googleusercontent.com/d/1_9nvcvksVL6h5LofH8_mb68PmVGxoule,브랜딩,펫보험,상품신뢰,메리츠 펫보험 가입 시 포인트 지급,"국내 1위 메리츠 펫보험!
신규 가입 고객 대상 네이버페이 포인트 최대 3만원 지급
(월 3만원 이상 가입, 2회차 보험료 납입 시)

🎉 가입건수 13만 돌파! (18~25년 계약건수 기준)
👑 6년 연속 1위 유지 (18~23년 원수보험료 기준)
📇 국내최초 현장청구 (전국 600여개 제휴병원)
📱 보험료만 선택하세요! 간편한 온라인 가입

💜이번 달 가입 혜택 꼭 확인해 보세요💜

준법감시인 심의필 제2026-광고-676호(2026.03.30~2027.03.29)
MSTORE.MERITZFIRE.COM/DPP2607OD000013/SOUTHEASTER.DO
메리츠화재 펫보험
보험료 알아보기",2026-07-22,2026-07-25,https://www.facebook.com/ads/library/?id=1400527735256384,2026-07-24,2026-07-23,종료,64,,,,,,,,,
2fccf65259fb9f7158e7a599d04bae20,삼성생명 다이렉트,경쟁사,2fccf65259fb9f7158e7a599d04bae20.jpg,https://lh3.googleusercontent.com/d/19ERzNOkqzZN9Gm5Fpg9xS4F7b4ppxp7N,특약,종합보험,대비유도,가슴답답 어지러움 건강보험 대비,"가슴이 답답하고,
어지러운 날이 늘었다면?

나이 때문이라고 넘기지 말고
삼성 팩 건강보험으로 준비해보세요.

*골다골증, 통풍 진단 시 각 최초 1회한 지급
*지급한도, 면책사항 등에 따라 보험금의 지급 여부가 달라질 수 있음
*암/뇌혈관/허혈성심장질환 진단 시 특약별 각 최초 1회한 지급
DIRECT.SAMSUNGLIFE.COM
삼성 팩 건강보험(종합팩)",2026-07-10,2026-07-23,https://www.facebook.com/ads/library/?id=2523405378104809,2026-07-22,2026-07-11,종료,76,,,,,,,,,
2ffa34cace66df27068f03c61ac5a935,메리츠화재,경쟁사,2ffa34cace66df27068f03c61ac5a935.jpg,https://lh3.googleusercontent.com/d/1YTElXOzQHLlnoDedITuBsZxinjlAvCso,특약,암보험,대비유도,재발암 잔여암까지 보장하는 암보험,"‘재발암 및 잔여암 진단비’도 보장하는 암보험 찾고 계셨나요?👀

⭐올케어 보장 꽉 채운 암보험이 보장합니다!⭐(특약, 2년 대기형, 최초 1회한)

▼ 지금 내 보험료 계산해보기▼
MSTORE.MERITZFIRE.COM
내 예상 보험료 계산하기",2026-06-11,2026-06-20,https://www.facebook.com/ads/library/?id=1023040060102803,2026-06-19,2026-06-16,종료,105,,,,,,,,,
30232e1559b9438f93aba1e8495d0d73,삼성생명 다이렉트,경쟁사,30232e1559b9438f93aba1e8495d0d73.jpg,https://lh3.googleusercontent.com/d/14vFzqGNP_TaEFt5tZvg5h8NRhQg5HJXD,특약,종합보험,대비유도,남성 뇌심장질환 미리 대비,"건강을 자신하는 남성일수록 더 눈여겨봐야 할 숫자
심근경색증 9.2배, 뇌졸중 1.8배
*23년 40~49세 인구 10만명당 남성 발생률을 동일 연령대 여성 발생률과 비교한 수치
(출처: 질병관리청, 2023 심뇌혈관질환 발생통계 결과표)

괜찮다고 미룰수록 늦어지는 대비.
삼성생명 다이렉트 팩건강보험 [뇌심팩]으로
미리 챙겨보세요. (특약)

*지급한도, 면책사항 등에 따라 보험금의 지급 여부가 달라질 수 있음
*뇌혈관질환/허혈성심장질환 진단 시 특약별 각 최초 1회 한 지급
FB.COM
삼성 팩 건강보험(뇌심팩)",2026-08-13,2026-09-10,https://www.facebook.com/ads/library/?id=1586913299731772,2026-09-09,2026-08-24,종료,42,,,,,,,,,
307190d6499369af0b9bdd285fda3123,카카오페이손해보험,경쟁사,307190d6499369af0b9bdd285fda3123.jpg,https://lh3.googleusercontent.com/d/1Z6X042oSwQTq8t_299yU-u8rr45nlDB7,특약,기타,상품신뢰,휴대폰보험 스펙 비교해보기,"휴대폰처럼 보험도 스펙 비교해보면
결국 선택은 카카오페이손해보험!

주요 보험 스펙

✔ 파손 수리비 90% 보상
(자부담10% 선택시, 최소자기부담금 3만원)

✔ 도난/분실, 배터리 교체도 보상
(특약, 동일 갤럭시 기종, 보장 한도 내, 자기부담금 제외)

✔ 가입부터 청구까지 카톡에서


#갤럭시플립7 #갤럭시폴드7 #플립7 #폴드7 #자급제 #알뜰폰 #휴대폰보험 #휴대폰스펙처럼 #휴대폰보험비교 #카카오페이손해보험 #아이폰17 #아이폰17프로 #아이폰프로맥스
카톡으로 알아보기",2026-06-07,2026-07-13,https://www.facebook.com/ads/library/?id=990636073702594,2026-07-12,2026-06-14,종료,109,,,,,,,,,
30885525fe0ca2cc06a6a827ece1614e,흥국화재해상보험,경쟁사,30885525fe0ca2cc06a6a827ece1614e.jpg,https://lh3.googleusercontent.com/d/1aV5PFDHEtjYsJJaRHDnh1UjQip-EUxUj,비갱신,종합보험,경제적혜택,비갱신 종합보험 100세까지 보장,"한 번 가입으로 보험료 그대로 100세까지 보장
(비갱신형, 100세만기 가입시)
The건강한 4565종합보험 상담 받아보세요!
노출수가 적음
HTTPS://MMALL.HEUNGKUKFIRE.CO.KR
흥국화재 건강종합보험 추천",,2026-07-05,https://www.facebook.com/ads/library/?id=1705750297207502,2026-07-02,2026-06-17,종료,97,,,,,,,,,
30887d982f2e93a8ea94e49b9dcdd902,펫퍼민트,경쟁사,30887d982f2e93a8ea94e49b9dcdd902.jpg,https://lh3.googleusercontent.com/d/14Sv6iTXdxoq6c2sC3S6gAtlCscHoVEAm,브랜딩,펫보험,상품신뢰,메리츠 펫보험 가입 시 포인트 지급,"국내 1위 메리츠 펫보험!
신규 가입 고객 대상 네이버페이 포인트 최대 3만원 지급
(월 3만원 이상 가입, 2회차 보험료 납입 시)

🎉 가입건수 13만 돌파! (18~25년 계약건수 기준)
👑 6년 연속 1위 유지 (18~23년 원수보험료 기준)
📇 국내최초 현장청구 (전국 600여개 제휴병원)
📱 보험료만 선택하세요! 간편한 온라인 가입

💜이번 달 가입 혜택 꼭 확인해 보세요💜

준법감시인 심의필 제2026-광고-676호(2026.03.30~2027.03.29)
MSTORE.MERITZFIRE.COM
메리츠화재 펫보험
보험료 알아보기",2026-07-22,2026-07-24,https://www.facebook.com/ads/library/?id=4509658195968970,2026-07-24,2026-07-24,종료,64,,,,,,,,,
309dedea2e3570fe65537fb51a85f898,펫퍼민트,경쟁사,309dedea2e3570fe65537fb51a85f898.jpg,https://lh3.googleusercontent.com/d/11TmVAyuICjQclUElniIj26QFvoq73kus,브랜딩,펫보험,상품신뢰,메리츠 펫보험 가입 시 포인트 지급,"국내 1위 메리츠 펫보험!
신규 가입 고객 대상 네이버페이 포인트 최대 3만원 지급
(월 3만원 이상 가입, 2회차 보험료 납입 시)

🎉 가입건수 13만 돌파! (18~25년 계약건수 기준)
👑 6년 연속 1위 유지 (18~23년 원수보험료 기준)
📇 국내최초 현장청구 (전국 600여개 제휴병원)
📱 보험료만 선택하세요! 간편한 온라인 가입

💜이번 달 가입 혜택 꼭 확인해 보세요💜

준법감시인 심의필 제2026-광고-676호(2026.03.30~2027.03.29)
MSTORE.MERITZFIRE.COM
메리츠화재 펫보험
보험료 알아보기",,2026-07-24,https://www.facebook.com/ads/library/?id=2920917861599859,2026-07-23,2026-07-23,종료,63,,,,,,,,,
30bc9243191ff0e6360b477d8920909a,라이나생명,경쟁사,30bc9243191ff0e6360b477d8920909a.jpg,https://lh3.googleusercontent.com/d/1wweB-hgbVXkY-fCxcORMgLPxNi2CAaZx,특약,치아보험,대비유도,치아 충전치료 재료 개수 제한없음,"[라이나생명 X 햄찌]

갑자기 치아에 찌릿! 하고 통증이 올 때
치료보다 더 걱정인 건 바로 치료비..💸

열심히 관리해도 자꾸 말썽인 치아🦷

평생 쓰는 치아니깐, 후회말고 미리미리 준비가 필요해요!

라이나생명은 자주 받는 충전치료
재료/개수 제한 없이 보장되니,
몇 개를 치료해도 부담이 줄어요!

가입 후 10년 동안 보험료도 똑같으니까, 지금 보험료 확인해보세요!✅

#치아보험 #보철치료(특약) #충전치료 #임플란트(특약)(임플란트/브릿지 연간 3개 한, 틀니 연간 1 회한)

(무)THE건강한치아보험Ⅴ
가입 후 91일부터 보장, 충전, 크라운 1년 이내 치료 시 50% 보장, 보철치료는 2년 이내 영구치 발치 시 50% 보장
*계약 체결 전 상품 설명서 및 약관 참조
*기존 계약 해지 후 신계약 체결 시 보험인수가 거절되거나 보험료가 인상되거나 보장 내용이 달라질 수 있음

생명보험협회 심의필 제2026-04244호 (2026-05-14 ~ 2027-05-13)
M.LINA.CO.KR
보험료 간편 확인!
(무)THE건강한치아보험Ⅴ
Learn More
(무)THE건강한치아보험Ⅴ
M.LINA.CO.KR
보험료 간편 확인!
(무)THE건강한치아보험Ⅴ
Learn More
(무)THE건강한치아보험Ⅴ
M.LINA.CO.KR
보험료 간편 확인!
(무)THE건강한치아보험Ⅴ
Learn More
(무)THE건강한치아보험Ⅴ
M.LINA.CO.KR
보험료 간편 확인!
(무)THE건강한치아보험Ⅴ
Learn More
(무)THE건강한치아보험Ⅴ
M.LINA.CO.KR
보험료 간편 확인!
(무)THE건강한치아보험Ⅴ
Learn More
(무)THE건강한치아보험Ⅴ
M.LINA.CO.KR
보험료 간편 확인!
(무)THE건강한치아보험Ⅴ
Learn More
(무)THE건강한치아보험Ⅴ
M.LINA.CO.KR
보험료 간편 확인!
(무)THE건강한치아보험Ⅴ
Learn More
(무)THE건강한치아보험Ⅴ
M.LINA.CO.KR
보험료 간편 확인!
(무)THE건강한치아보험Ⅴ
Learn More
(무)THE건강한치아보험Ⅴ",2026-06-24,2026-06-27,https://www.facebook.com/ads/library/?id=27376345295348816,2026-06-26,2026-06-14,종료,92,,,,,,,,,
30f860d5e75d925a0805e38405e63681,AIA생명,경쟁사,30f860d5e75d925a0805e38405e63681.jpg,https://lh3.googleusercontent.com/d/1FvAgwjTkO_ps6dS44Sh12w8Hi_056_6S,특약,종합보험,대비유도,뇌심장질환 진단금과 수술비 보장,"뇌, 심장질환 미리 대비하세요
진단금은 든든하게 보장, 수술비는 수술할 때마다 보장 (특약)
(특약, 1년 미만 50%지급, 진단금은 최초 1회한)

*생명보험협회 심의필 제 2026-03602호 (2026-04-23 ~ 2027-04-22)​
​
*갱신 시 보험료가 인상될 수 있음
*주계약 및 갱신형 특약의 보험기간은 10년 만기로, 최초 가입 후 10년마다 갱신을 통해 최대 100세까지 보장
*보험계약 체결 전 상품설명서 및 약관을 확인하시기 바랍니다.
*보험계약자가 기존 보험계약을 해지하고, 새로운 보험계약을 체결할 경우 인수거절, 보험료 인상, 보장내용 축소 등 불이익이 생길 수 있습니다
*이 보험계약은 예금자보호법에 따라 해약환급금(또는 만기 시 보험금)에 기타지급금을 합한 금액이 1인당 “1억원까지”(본 보험회사의 여타 보호상품과 합산) 보호됩니다.
이와 별도로 본 보험회사 보호상품의 사고보험금을 합산한 금액이 1인당 “1억원까지” 보호됩니다.
다만, 보험계약자 및 보험료납부자가 법인인 보험계약의 경우에는 보호되지 않습니다.
HTTPS://SALES.HR.AIA.CO.KR
(무) AIA 원스톱 종합건강보험
내 보험료 바로 알아보기",2026-05-14,2026-06-23,https://www.facebook.com/ads/library/?id=1557019439187298,2026-06-22,2026-06-14,종료,132,,,,,,,,,
310ae64ca381fa67075b5c6e31800bbd,KB손해보험 다이렉트,경쟁사,7c29c4c055c96981227450756de325a6.jpg,https://scontent-ssn1-1.xx.fbcdn.net/v/t39.35426-6/712207690_1137748141893859_6347880339026671795_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=108&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=bz0u0biNA1AQ7kNvwGCWwSA&_nc_oc=Adq4pSQ0WYG8XRN_2YOeodTn1qNHs7wW9OI32tn6jqM9JbnmI1iLvVw7DZm-GaLJn0g&_nc_zt=14&_nc_ht=scontent-ssn1-1.xx&_nc_gid=8EmCwlAMnivy9N6fzs0jmQ&_nc_ss=7f289&oh=00_Af-nLZpjYJ_jbo2ViZPjRZ8dGoI03wDcHlB4iQrUPDqcGw&oe=6A333C97,기타,기타,상품신뢰,무관 콘텐츠 피부과 광고,"✨범어로제피부과의원 위치✨
대구수성구 달구벌대로 2397 KB손해보험 대구빌딩 16층(범어역 4번출구)

평일진료 09:30~20:00
토요일진료 09:30~17:00
(점심시간 13:00~14:30 / 토요일 점심시간 13:00~14:00)

✅개인별 맞춤 시술 진행
✅6인의 의료진의 정확하고 안전한 시술지향
✅다양한 레이저 장비로 효과적이고 만족도 높은 시술지향

📞예약 및 문의 053-754-1475
문의주시면 친절하고 상세한 상담을 도와드리겠습니다 🙂

#피부과 #범어네거리피부과의원 #의학적피부관리 #대구 #대구수성구 #주름개선 #주름 #써마지시술 #울쎼라시술 #인모드시술 #프라이빗시술실 #1인진료실
PF.KAKAO.COM
범어로제피부과의원
범어로제피부과 당신의 토탈뷰티 1:1 맞춤 피부주치의",2026-06-03,2026-06-13,https://www.facebook.com/ads/library/?id=1011862141544851,2026-06-14,2026-06-13,종료,113,,,,,,,,,
311f196149ec04ef3e621062fc638581,KB손해보험 다이렉트,경쟁사,311f196149ec04ef3e621062fc638581.jpg,https://lh3.googleusercontent.com/d/1vTHq7e7-pZmg4oNm4HajhsLKw6l_86mx,특약,펫보험,대비유도,반려동물 질병사고 대비 펫보험,"사랑하는 우리 아이 오래오래 건강하게!

갑작스러운 질병이나 사고 걱정된다면?
우리 아이를 위한 KB다이렉트 펫보험 준비해보세요(특약)

손해보험협회 심의필 제182684호(2026.07.01~2027.06.30)

＊ 본 영상은 AI생성 기술로 제작되었습니다.

#KB손해보험 #KB손해보험다이렉트 #KB다이렉트 #KB다이렉트펫보험 #KB펫보험 #펫보험가입 #금쪽같은펫보험 #KB금쪽같은펫보험 #강아지보험 #고양이보험
MDIRECT.KBINSURE.CO.KR
펫보험 고민이라면?",2026-07-31,,https://www.facebook.com/ads/library/?id=1054320793737139,2026-09-24,2026-08-24,운영중,55,,,,,,,,,
313242b3d4dd8c0134246bab67876403,AIA생명,경쟁사,313242b3d4dd8c0134246bab67876403.jpg,https://lh3.googleusercontent.com/d/1arimxiRwXnBB_QBuOtRvuWq5TssIFaGV,,,,,"여성을 위한 암보험 신규 출시!
유방암, 갑상선암, 난소암, 자궁경부암 진단금 보장
(특약, 가입 후 91일부터 보장, 1년 미만 50%지급, 최초 1회한)

*생명보험협회 심의필 제 2026-00496호 (2026-01-22 ~ 2027-01-21)
​
*갱신 시 보험료가 인상될 수 있음. 10년 또는 20년마다 갱신을 통해 최대 100세까지 보장.
*보험계약 체결 전 상품설명서 및 약관을 확인하시기 바랍니다
*보험계약자가 기존 보험계약을 해지하고, 새로운 보험계약을 체결할 경우 인수거절, 보험료 인상, 보장내용 축소 등 불이익이 생길 수 있습니다
*이 보험계약은 예금자보호법에 따라 해약환급금(또는 만기 시 보험금)에 기타지급금을 합한 금액이 1인당 “1억원까지”(본 보험회사의 여타 보호상품과 합산) 보호됩니다. 이와 별도로 본 보험회사 보호상품의 사고보험금을 합산한 금액이 1인당 “1억원까지” 보호됩니다.
다만, 보험계약자 및 보험료납부자가 법인인 보험계약의 경우에는 보호되지 않습니다.
HTTPS://AIA.CO.KR
내 보험료 바로 알아보기
(무)원스톱 프리미엄 암보험(갱신형)",2026-09-15,2026-09-23,https://www.facebook.com/ads/library/?id=1816295289724498,2026-09-22,2026-09-21,종료,8,,,,,,,,,
3137c37d340a0a096697edd36f589ca4,라이나생명,경쟁사,3137c37d340a0a096697edd36f589ca4.jpg,https://lh3.googleusercontent.com/d/19QnXVrzSk845vLm4tGqGSajye6gg1pdq,특약,치아보험,경제적혜택,전화상담 없이 온라인 치아보험 가입,"전화만 받으면 머리가 하얘지는 나..😭
치아보험 전화상담 없이 가입할 수 있을까❓

온라인으로 맞춤 설계 할 수 있는
라이나생명 다이렉트 치아보험❗

직접 가입하면 온라인 할인과
신세계 상품권 최대 3만 원까지 드려요

#치아보험 #보철치료(특약) #충전치료(특약) #임플란트(특약)(임플란트/브릿지 연간 3개한, 틀니 연간 1회한)

(무)라이나다이렉트치아보험III(갱신형)
가입 후 91일부터 보장, 1년 이내 치료시 50% 보장, 보철치료는 2년 이내 발치시 50% 보장

*연령별 보험료 비교 시, 보험료 인하 폭 상이
*갱신 시 보험료가 인상될 수 있습니다.
*계약 체결 전 상품설명서 및 약관 참조
*기존 계약 해지 후 신계약을 체결시 보험인수가 거절되거나 보험료가 인상되거나 보장내용이 달라질 수 있음

*생명보험협회 심의필 제2026-08603호(2026-08-28~2027-08-27)
DIRECT.LINA.CO.KR
전화상담없이 보험료 확인!
라이나생명 다이렉트 치아보험
가입하기",2026-08-31,2026-09-15,https://www.facebook.com/ads/library/?id=1590674736037930,2026-09-14,2026-09-02,종료,24,,,,,,,,,
313875b202486bb701236a7fba8cb3fc,삼성생명 다이렉트,경쟁사,313875b202486bb701236a7fba8cb3fc.jpg,https://lh3.googleusercontent.com/d/1kVJNqPZ3HX3YUEVR-Ybf7-B7X_PkQ6R0,특약,종합보험,상품신뢰,암뇌심장 보장 간편하게 관리,"피부 관리처럼 보험 관리도 간편하게!

암·뇌·심 보장(특약)을
미리 준비하는 건강 관리 습관.

삼성 팩 건강보험으로
필요한 보장을 알뜰하게 확인해보세요.

*지급한도, 면책사항 등에 따라 보험금의 지급 여부가 달라질 수 있음
*암/뇌혈관질환/허혈성심장질환 진단 시 특약별 각 최초 1회한 지급
DIRECT.SAMSUNGLIFE.COM
삼성 팩 건강보험(종합팩)",2026-07-10,2026-07-21,https://www.facebook.com/ads/library/?id=28537088955880385,2026-07-21,2026-07-11,종료,76,,,,,,,,,
3168cb7fd7bafd57511b40f22aa3b6f5,펫퍼민트,경쟁사,3168cb7fd7bafd57511b40f22aa3b6f5.jpg,https://lh3.googleusercontent.com/d/1A-RzqwP7W4HlEzV9q6SWQ9SFXAeJ5UgN,브랜딩,펫보험,상품신뢰,메리츠 펫보험 가입 시 포인트 지급,"국내 1위 메리츠 펫보험!
신규 가입 고객 대상 네이버페이 포인트 최대 3만원 지급
(월 3만원 이상 가입, 2회차 보험료 납입 시)

🎉 가입건수 13만 돌파! (18~25년 계약건수 기준)
👑 6년 연속 1위 유지 (18~23년 원수보험료 기준)
📇 국내최초 현장청구 (전국 600여개 제휴병원)
📱 보험료만 선택하세요! 간편한 온라인 가입

💜이번 달 가입 혜택 꼭 확인해 보세요💜

준법감시인 심의필 제2026-광고-676호(2026.03.30~2027.03.29)
MSTORE.MERITZFIRE.COM
메리츠화재 펫보험
보험료 알아보기",,2026-07-24,https://www.facebook.com/ads/library/?id=1360979859546055,2026-07-23,2026-07-23,종료,63,,,,,,,,,
31907c45af30d1cb0975f4a2309572d7,키움에셋플래너,경쟁사,31907c45af30d1cb0975f4a2309572d7.jpg,https://lh3.googleusercontent.com/d/1SRBDp8qZWt1IcTPk1R8Z11OUUlEvW8YE,특약,간병인보험,대비유도,치매 대비 365일 간병보험,"1개월 평균 간병비 370만원*
한 달도 부담스러운데...

평생 가는 부모님 치매,
간병비 부담 괜찮으신가요?

최대 365일 보장되는 간병인 보험으로
미래의 부담 미리 대비하세요

*출처 :BOK이슈노트, 한국은행(2024.03.05) :
'2023년 보건복지부 일평균 간병비 환산기준'
KIWOOMASSET.KR
평생 가는 부모님 치매, 최대 365일 보장되는 간병인 보험으로 미래의 부담 미리 대비하세요
아픈 뒤에는 가입 거절, 아프기 전 지금이 골든 타임! 최대 365일 보장되는 간병인 보험으로 미래의 부담 미리 대비하세요",2026-07-20,2026-07-22,https://www.facebook.com/ads/library/?id=1066206205735102,2026-07-22,2026-07-21,종료,66,,,,,,,,,
31cc3f18a3afbc8527a0d7ca74b12012,삼성생명 다이렉트,경쟁사,31cc3f18a3afbc8527a0d7ca74b12012.jpg,https://lh3.googleusercontent.com/d/1jAx5KAJieisbA5GHhEld2h4PJGkgBn2Z,특약,종합보험,상품신뢰,암뇌심장 보장 간편하게 관리,"피부 관리처럼 보험 관리도 간편하게!

암·뇌·심 보장(특약)을
미리 준비하는 건강 관리 습관.

삼성 팩 건강보험으로
필요한 보장을 알뜰하게 확인해보세요.

*지급한도, 면책사항 등에 따라 보험금의 지급 여부가 달라질 수 있음
*암/뇌혈관질환/허혈성심장질환 진단 시 특약별 각 최초 1회한 지급
DIRECT.SAMSUNGLIFE.COM
삼성 팩 건강보험(종합팩)",,2026-07-11,https://www.facebook.com/ads/library/?id=2085377988710143,2026-07-10,2026-07-10,종료,76,,,,,,,,,
31f825cdd648fb267c9024b8ad8ff084,라이나생명,경쟁사,31f825cdd648fb267c9024b8ad8ff084.jpg,https://lh3.googleusercontent.com/d/1ljgNe9-9Vr4k571GZPEGxqffVjjsApcV,특약,치아보험,경제적혜택,치아보험 다이렉트 가입으로 보험료 할인과 상품권 혜택,"💡 치아보험, 합리적으로 준비 해야죠!

다이렉트니까 매월 보험료 3% 할인 받고,
직접 가입하니 설계사 수수료 없어 보험료는 알뜰하게
거기다 가입 시 신세계 상품권 최대 3만 원 증정까지!

지금 바로 라이나생명 다이렉트와 함께하세요 😊

#치아보험 #보철치료(특약) #충전치료(특약) #임플란트(특약)(임플란트/브릿지 연간 3개한, 틀니 연간 1회한)

(무)라이나다이렉트치아보험III(갱신형)
가입 후 91일부터 보장, 충전, 크라운1년 이내 치료 시 50% 보장, 보철치료는 2년 이내 영구치 발치 시 50% 보장

*연령별 보험료 비교 시, 보험료 인하 폭 상이
*갱신 시 보험료가 인상될 수 있습니다.
*계약 체결 전 상품설명서 및 약관 참조
*기존 계약 해지 후 신계약을 체결 시 보험인수가 거절되거나 보험료가 인상되거나 보장내용이 달라질 수 있음

*생명보험협회 심의필 제2026-08606호(2026-08-28~2027-08-27)",2026-09-16,2026-09-20,https://www.facebook.com/ads/library/?id=1106185555091746,2026-09-19,2026-09-19,종료,8,,,,,,,,,
320fc3d899c336dd9d6eb8a7399d763c,DB 손해보험 다이렉트,경쟁사,320fc3d899c336dd9d6eb8a7399d763c.jpg,https://lh3.googleusercontent.com/d/1H7ePrIZeXiPX2N6u9EVQTeTuoqn2Jlbo,특약,펫보험,시즌이슈,추석맞이 반려견 의료비 특약,"DB손해보험 다이렉트 펫블리 반려견 보험 확인해보세요!

손해보험협회 심의필 제188177호 (2026.08.31~2027.08.30)
DIRECTIDB.CO.KR
DB손해보험 다이렉트 펫블리 반려견보험
보험료 계산하기
가입하기",2026-09-11,2026-09-15,https://www.facebook.com/ads/library/?id=1383592403981896,2026-09-14,2026-09-13,종료,10,,,,,,,,,
32533c900795305ec5e486679b5a9675,KB손해보험 다이렉트,경쟁사,32533c900795305ec5e486679b5a9675.jpg,https://lh3.googleusercontent.com/d/15luXk7xIjq8uZbqo2OOOxB5hb3twNFOQ,브랜딩,자동차보험,대비유도,차 긁힘 대비 KB다이렉트,"승제쌤 완전 긁힌 썰 푼다

차가 긁히면 내 마음도 긁히는 거니까😭대비해야지, 뭘루?
KB다이렉트 자동차보험!
나의 일상에 바로 연결, KB다이렉트 24365

KB손해보험 준법감시인 심의필 제2026-2429호
(2026.08.26~2027.08.25)",2026-09-22,,https://www.facebook.com/ads/library/?id=1346218197338732,2026-09-24,2026-09-11,신규,2,,,,,,,,,
